Energy (meV),Broadened DOS
0.0,0.00044117405029223496
0.1,0.000444068976316415
0.2,0.0004469736783756145
0.3,0.00044988814508850345
0.4,0.00045281236541339185
0.5,0.00045574632866076585
0.6,0.0004586900245058369
0.7,0.00046164344300118643
0.8,0.00046460657458943956
0.9,0.00046757941011595555
1.0,0.00047056194084163153
1.1,0.0004735541584556823
1.2,0.0004765560550885114
1.3,0.0004795676233246054
1.4,0.0004825888562154585
1.5,0.00048561974729256573
1.6,0.0004886602905804167
1.7,0.0004917104806095653
1.8,0.0004947703124297061
1.9,0.0004978397816227972
2.0,0.0005009188843162356
2.1,0.0005040076171960187
2.2,0.0005071059775199755
2.3,0.0005102139631310207
2.4,0.0005133315724704286
2.5,0.0005164588045911374
2.6,0.0005195956591710903
2.7,0.0005227421365265859
2.8,0.0005258982376256545
2.9,0.0005290639641014892
3.0,0.0005322393182658632
3.1,0.0005354243031225717
3.2,0.0005386189223809041
3.3,0.0005418231804691508
3.4,0.0005450370825481006
3.5,0.0005482606345245592
3.6,0.000551493843064916
3.7,0.0005547367156086822
3.8,0.000557989260382075
3.9,0.0005612514864116104
4.0,0.0005645234035376934
4.1,0.0005678050224282325
4.2,0.0005710963545922906
4.3,0.0005743974123936814
4.4,0.0005777082090646584
4.5,0.0005810287587195379
4.6,0.0005843590763684051
4.7,0.0005876991779307534
4.8,0.0005910490802491727
4.9,0.0005944088011030713
5.0,0.0005977783592223478
5.1,0.0006011577743010937
5.2,0.0006045470670113133
5.3,0.0006079462590166366
5.4,0.0006113553729860575
5.5,0.0006147744326076233
5.6,0.00061820346260221
5.7,0.0006216424887372271
5.8,0.0006250915378403685
5.9,0.0006285506378133515
6.0,0.0006320198176456614
6.1,0.0006354991074283244
6.2,0.000638988538367635
6.3,0.0006424881427989312
6.4,0.0006459979542003449
6.5,0.0006495180072065583
6.6,0.0006530483376226053
6.7,0.0006565889824375906
6.8,0.0006601399798385214
6.9,0.0006637013692240279
7.0,0.0006672731912181867
7.1,0.0006708554876842813
7.2,0.0006744483017386073
7.3,0.0006780516777642444
7.4,0.0006816656614248726
7.5,0.0006852902996785656
7.6,0.00068892564079158
7.7,0.0006925717343521996
7.8,0.0006962286312845276
7.9,0.0006998963838623043
8.0,0.0007035750457227625
8.1,0.000707264671880429
8.2,0.0007109653187409844
8.3,0.0007146770441151301
8.4,0.000718399907232404
8.5,0.0007221339687550736
8.6,0.000725879290792009
8.7,0.0007296359369125642
8.8,0.0007334039721604683
8.9,0.0007371834630677183
9.0,0.0007409744776685285
9.1,0.0007447770855132263
9.2,0.0007485913576821951
9.3,0.0007524173667998414
9.4,0.0007562551870485634
9.5,0.000760104894182705
9.6,0.0007639665655425706
9.7,0.000767840280068446
9.8,0.0007717261183146042
9.9,0.0007756241624633465
10.0,0.0007795344963390989
10.1,0.0007834572054224475
10.2,0.0007873923768642693
10.3,0.0007913400994998421
10.4,0.0007953004638629833
10.5,0.0007992735622001987
10.6,0.0008032594884848795
10.7,0.000807258338431513
10.8,0.0008112702095098936
10.9,0.0008152952009593852
11.0,0.0008193334138031986
11.1,0.0008233849508626918
11.2,0.000827449916771694
11.3,0.0008315284179908865
11.4,0.000835620562822158
11.5,0.0008397264614230284
11.6,0.0008438462258210976
11.7,0.0008479799699285047
11.8,0.0008521278095564347
11.9,0.0008562898624296648
12.0,0.0008604662482011214
12.1,0.000864657088466459
12.2,0.0008688625067787275
12.3,0.0008730826286630159
12.4,0.0008773175816311457
12.5,0.0008815674951964288
12.6,0.0008858325008884213
12.7,0.0008901127322677293
12.8,0.0008944083249408725
12.9,0.0008987194165751421
13.0,0.0009030461469135269
13.1,0.0009073886577896757
13.2,0.0009117470931428954
13.3,0.0009161215990331816
13.4,0.0009205123236562943
13.5,0.0009249194173588838
13.6,0.0009293430326536261
13.7,0.0009337833242344282
13.8,0.000938240448991683
13.9,0.0009427145660275357
14.0,0.0009472058366712011
14.1,0.0009517144244943211
14.2,0.0009562404953263942
14.3,0.0009607842172702165
14.4,0.0009653457607173451
14.5,0.0009699252983636518
14.6,0.0009745230052249197
14.7,0.0009791390586524123
