Energy (meV),Broadened DOS
14.0,0.0008628172479429449
14.1,0.0008657056715384485
14.2,0.000868600947525456
14.3,0.0008715032196269198
14.4,0.0008744126376734433
14.5,0.0008773293578027113
14.6,0.0008802535426246116
14.7,0.0008831853613518781
14.8,0.0008861249898970164
14.9,0.0008890726109353603
15.0,0.0008920284139350181
15.1,0.0008949925951538304
15.2,0.0008979653576042348
15.3,0.0009009469109862276
15.4,0.0009039374715894334
15.5,0.0009069372621645566
15.6,0.0009099465117655065
15.7,0.0009129654555624081
15.8,0.0009159943346268515
15.9,0.0009190333956898598
16.0,0.0009220828908739659
16.1,0.0009251430773998166
16.2,0.0009282142172689163
16.3,0.000931296576923066
16.4,0.0009343904268820482
16.5,0.0009374960413601731
16.6,0.0009406136978634516
16.7,0.000943743676767965
16.8,0.0009468862608812509
16.9,0.0009500417349875439
17.0,0.0009532103853782878
17.1,0.0009563924993693138
17.2,0.0009595883648059106
17.3,0.0009627982695571979
17.4,0.0009660225010011533
17.5,0.0009692613455017816
17.6,0.0009725150878797333
17.7,0.000975784010877897
17.8,0.0009790683946233288
17.9,0.0009823685160871955
18.0,0.000985684648543986
18.1,0.0009890170610315392
18.2,0.0009923660178135629
18.3,0.0009957317778458985
18.4,0.0009991145942483074
18.5,0.001002514713783036
18.6,0.0010059323763419075
18.7,0.0010093678144433424
18.8,0.0010128212527407898
18.9,0.0010162929075442175
19.0,0.0010197829863559174
19.1,0.001023291687422362
19.2,0.0010268191993033759
19.3,0.0010303657004601342
19.4,0.00103393135886338
19.5,0.001037516331623294
19.6,0.0010411207646423175
19.7,0.0010447447922921497
19.8,0.001048388537116448
19.9,0.0010520521095601254
20.0,0.0010557356077266961
20.1,0.0010594391171647244
20.2,0.0010631627106842667
20.3,0.0010669064482045978
20.4,0.0010706703766339121
20.5,0.00107445452978207
20.6,0.0010782589283070783
20.7,0.0010820835796959355
20.8,0.001085928478280743
20.9,0.0010897936052904427
21.0,0.0010936789289386192
21.1,0.001097584404547912
21.2,0.0011015099747111832
21.3,0.0011054555694896856
21.4,0.0011094211066482538
21.5,0.0011134064919276813
21.6,0.001117411619353908
21.7,0.0011214363715839342
21.8,0.0011254806202882712
21.9,0.0011295442265690987
22.0,0.0011336270414140836
22.1,0.001137728906184736
22.2,0.0011418496531389209
22.3,0.001145989105986294
22.4,0.0011501470804761093
22.5,0.0011543233850158517
22.6,0.001158517821319943
22.7,0.0011627301850868528
22.8,0.0011669602667034866
22.9,0.0011712078519752994
23.0,0.0011754727228804568
23.1,0.0011797546583465284
23.2,0.001184053435047802
23.3,0.001188368828221605
23.4,0.0011927006125014134
23.5,0.001197048562765045
23.6,0.0012014124549958433
23.7,0.0012057920671545075
23.8,0.0012101871800597867
23.9,0.0012145975782754577
24.0,0.0012190230510016786
24.1,0.0012234633929681595
24.2,0.001227918405327003
24.3,0.0012323878965428406
24.4,0.0012368716832778864
24.5,0.0012413695912696567
24.6,0.0012458814561989511
24.7,0.0012504071245457097
24.8,0.0012549464544305707
24.9,0.0012594993164396708
25.0,0.0012640655944305967
25.1,0.0012686450813212688
25.2,0.0012732379098836376
25.3,0.0012778438924309441
25.4,0.0012824629735928444
25.5,0.0012870951149333192
25.6,0.0012917402955990068
25.7,0.0012963985129342385
25.8,0.0013010697830609954
25.9,0.0013057541414223204
26.0,0.0013104516432874914
26.1,0.0013151623642117987
26.2,0.001319886055832345
26.3,0.0013246235578039103
26.4,0.0013293746282713637
26.5,0.0013341394280454357
26.6,0.0013389181399033106
26.7,0.0013437109687879374
26.8,0.0013485181419671532
26.9,0.0013533399091458429
27.0,0.0013581765425306025
27.1,0.0013630283368464198
27.2,0.0013678956090340212
27.3,0.0013727786879789714
27.4,0.0013776779198751902
27.5,0.0013825937469227193
27.6,0.0013875265552696157
27.7,0.0013924767605773194
27.8,0.001397444811450727
27.9,0.0014024311777563068
28.0,0.0014074363499234316
28.1,0.0014124608385008347
28.2,0.0014175051735291254
28.3,0.001422569901226005
28.4,0.0014276555657523594
28.5,0.00143276269898543
28.6,0.0014378919325954015
28.7,0.0014430440176531464
28.8,0.0014482196032203822
28.9,0.0014534192750179002
29.0,0.001458643671995783
29.1,0.0014638934702592722
29.2,0.0014691693620047393
29.3,0.0014744720511599247
29.4,0.0014798022511011792
29.5,0.0014851606829702465
29.6,0.0014905480792990569
29.7,0.001495965191047105
29.8,0.0015014127829097793
29.9,0.0015068916184234915
30.0,0.0015124024569559621
30.1,0.001517946061851344
30.2,0.0015235232038534206
30.3,0.0015291346588044317
30.4,0.0015347812050341102
30.5,0.0015404636216420464
30.6,0.0015461826873830265
30.7,0.0015519391805867316
30.8,0.00155773388012988
30.9,0.001563567565626861
31.0,0.0015694410148250782
31.1,0.0015753549995083118
31.2,0.0015813102834019556
31.3,0.0015873076229133785
31.4,0.00159334776833233
31.5,0.0015994314636777834
31.6,0.0016055594455309569
31.7,0.0016117324418880195
31.8,0.0016179511716346248
31.9,0.001624216344667062
32.0,0.001630528662120129
32.1,0.001636888815836061
32.2,0.0016432974866879904
32.3,0.0016497553424397917
32.4,0.0016562630363269578
32.5,0.0016628212068421164
32.6,0.001669430478155421
32.7,0.0016760914603799444
32.8,0.0016828047495457397
32.9,0.0016895709277784236
33.0,0.001696390564117473
33.1,0.001703264215731773
33.2,0.0017101924286008503
33.3,0.0017171757367128175
33.4,0.0017242146596971215
33.5,0.001731309699967798
33.6,0.0017384613409058016
33.7,0.001745670046930839
33.8,0.001752936265108092
33.9,0.001760260427198524
34.0,0.0017676429512104744
34.1,0.0017750842421443299
34.2,0.0017825846921283204
34.3,0.0017901446802679848
34.4,0.0017977645724229498
34.5,0.0018054447210130932
34.6,0.0018131854649267854
34.7,0.001820987129607478
34.8,0.0018288500273666794
34.9,0.0018367744579091793
35.0,0.0018447607089994407
35.1,0.0018528090571804856
35.2,0.0018609197684746684
35.3,0.0018690930990241513
35.4,0.0018773292956484923
35.5,0.0018856285963095637
35.6,0.001893991230491701
35.7,0.0019024174195328624
35.8,0.0019109073769685585
35.9,0.001919461308957138
36.0,0.001928079414834782
36.1,0.0019367618878076485
36.2,0.001945508915747286
36.3,0.001954320682029638
36.4,0.0019631973663570995
36.5,0.0019721391455180416
36.6,0.0019811461940622476
36.7,0.0019902186848948554
36.8,0.00199935678980989
36.9,0.002008560679999033
37.0,0.0020178305265784197
37.1,0.002027166501173229
37.2,0.0020365687765885234
37.3,0.002046037527572135
37.4,0.002055572931651063
37.5,0.0020651751699998834
37.6,0.0020748444282873172
37.7,0.0020845808974473898
37.8,0.002094384774336348
37.9,0.002104256262261981
38.0,0.0021141955714022377
38.1,0.002124202919156387
38.2,0.0021342785304878063
38.3,0.002144422638316859
38.4,0.0021546354840056353
38.5,0.0021649173179490574
38.6,0.002175268400257013
38.7,0.002185689001489389
38.8,0.002196179403396104
38.9,0.0022067398996180204
39.0,0.00221737079631993
39.1,0.0022280724127464345
39.2,0.002238845081708982
39.3,0.0022496891500244495
39.4,0.0022606049789291017
39.5,0.002271592944487768
39.6,0.0022826534380113437
39.7,0.0022937868664853435
39.8,0.002304993653005874
39.9,0.002316274237213521
40.0,0.002327629075715641
40.1,0.002339058642488551
40.2,0.002350563429255581
40.3,0.0023621439458407834
40.4,0.0023738007205023224
40.5,0.0023855343002514903
40.6,0.0023973452511636345
40.7,0.0024092341586860605
40.8,0.0024212016279456646
40.9,0.002433248284056051
41.0,0.0024453747724216346
41.1,0.0024575817590346406
41.2,0.0024698699307602718
41.3,0.002482239995607003
41.4,0.0024946926829799215
41.5,0.0025072287439170987
41.6,0.0025198489513117246
41.7,0.0025325541001233543
41.8,0.002545345007582016
41.9,0.0025582225133897844
42.0,0.002571187479921918
42.1,0.002584240792429809
42.2,0.0025973833592455747
42.3,0.0026106161119877156
42.4,0.0026239400057665807
42.5,0.0026373560193878277
42.6,0.0026508651555532097
42.7,0.00266446844105731
42.8,0.0026781669269809547
42.9,0.0026919616888812174
43.0,0.0027058538269787
43.1,0.0027198444663430353
43.2,0.0027339347570769727
43.3,0.002748125874499294
43.4,0.0027624190193273473
43.5,0.0027768154178590652
43.6,0.002791316322155699
43.7,0.002805923010226429
43.8,0.0028206367862166144
43.9,0.002835458980602463
44.0,0.00285039095039473
44.1,0.002865434079354777
44.2,0.002880589778225683
44.3,0.0028958594849809107
44.4,0.0029112446650920373
44.5,0.002926746811816672
44.6,0.002942367446506503
44.7,0.002958108118935173
44.8,0.002973970407644832
44.9,0.0029899559203106895
45.0,0.0030060662941223506
45.1,0.003022303196181934
45.2,0.0030386683239186194
45.3,0.00305516340552019
45.4,0.0030717902003826046
45.5,0.0030885504995790763
45.6,0.0031054461263499552
45.7,0.003122478936615333
45.8,0.0031396508195118047
45.9,0.003156963697955273
46.0,0.0031744195292307013
46.1,0.003192020305610564
46.2,0.003209768055002654
46.3,0.003227664841628484
46.4,0.00324571276673293
46.5,0.003263913969325928
46.6,0.0032822706269570318
46.7,0.0033007849565231413
46.8,0.003319459215110343
46.9,0.003338295700870096
47.0,0.003357296753930321
47.1,0.003376464757341561
47.2,0.0033958021380591013
47.3,0.0034153113679603582
47.4,0.0034349949648986924
47.5,0.0034548554937932595
47.6,0.0034748955677551094
47.7,0.003495117849249766
47.8,0.003515525051296077
47.9,0.00353611993870152
48.0,0.003556905329333734
48.1,0.0035778840954280213
48.2,0.003599059164930693
48.3,0.0036204335228777673
48.4,0.0036420102128083814
48.5,0.0036637923382126683
48.6,0.0036857830640128044
48.7,0.003707985618076998
48.8,0.003730403292765111
48.9,0.003753039446504933
49.0,0.003775897505398267
49.1,0.0037989809648554347
49.2,0.003822293391256987
49.3,0.003845838423641757
49.4,0.0038696197754192305
49.5,0.0038936412361056157
49.6,0.003917906673081582
49.7,0.003942420033370447
49.8,0.0039671853454350545
49.9,0.003992206720991752
50.0,0.004017488356839566
50.1,0.004043034536702684
50.2,0.004068849633084104
50.3,0.004094938109128362
50.4,0.0041213045204908415
50.5,0.004147953517211261
50.6,0.00417488984558872
50.7,0.004202118350055469
50.8,0.004229643975046571
50.9,0.004257471766862187
51.0,0.0042856068755198215
51.1,0.00431405455659273
51.2,0.004342820173031604
51.3,0.0043719091969659455
51.4,0.004401327211481482
51.5,0.004431079912370576
51.6,0.004461173109851403
51.7,0.004491612730252687
51.8,0.004522404817660161
51.9,0.004553555535520799
52.0,0.004585071168201175
52.1,0.004616958122495791
52.2,0.004649222929081645
52.3,0.00468187224391458
52.4,0.0047149128495636156
52.5,0.004748351656478793
52.6,0.004782195704188093
52.7,0.004816452162419399
52.8,0.004851128332142438
52.9,0.004886231646526689
53.0,0.004921769671810218
53.1,0.004957750108074748
53.2,0.004994180789922385
53.3,0.005031069687049016
53.4,0.00506842490470941
53.5,0.005106254684069196
53.6,0.005144567402438751
53.7,0.005183371573383853
53.8,0.005222675846708226
53.9,0.005262489008302685
54.0,0.005302819979855951
54.1,0.0053436778184220764
54.2,0.0053850717158392255
54.3,0.005427010997994639
54.4,0.005469505123930914
54.5,0.005512563684788197
54.6,0.005556196402577363
54.7,0.005600413128778806
54.8,0.0056452238427620385
54.9,0.00569063865002086
55.0,0.005736667780218863
55.1,0.005783321585040389
55.2,0.005830610535842054
55.3,0.005878545221099455
55.4,0.005927136343644526
55.5,0.005976394717688164
55.6,0.006026331265624027
55.7,0.006076957014607887
55.8,0.006128283092908396
55.9,0.006180320726024554
56.0,0.00623308123256535
56.1,0.006286576019887127
56.2,0.006340816579484447
56.3,0.006395814482130285
56.4,0.00645158137276163
56.5,0.0065081289651064715
56.6,0.006565469036048731
56.7,0.006623613419727255
56.8,0.0066825740013658815
56.9,0.006742362710831118
57.0,0.006802991515914753
57.1,0.006864472415338451
57.2,0.00692681743147794
57.3,0.0069900386028043035
57.4,0.0070541479760406365
57.5,0.0071191575980319895
57.6,0.0071850795073271235
57.7,0.007251925725471052
57.8,0.007319708248006968
57.9,0.007388439035187251
58.0,0.007458130002393082
58.1,0.007528793010262375
58.2,0.007600439854526694
58.3,0.00767308225555758
58.4,0.007746731847623031
58.5,0.007821400167855994
58.6,0.007897098644936113
58.7,0.00797383858748707
58.8,0.008051631172192018
58.9,0.008130487431629873
59.0,0.008210418241836114
59.1,0.008291434309591391
59.2,0.008373546159442635
59.3,0.008456764120461086
59.4,0.00854109831274246
59.5,0.008626558633654635
59.6,0.008713154743839343
59.7,0.008800896052974226
59.8,0.008889791705302158
59.9,0.008979850564935717
60.0,0.009071081200944905
60.1,0.009163491872236224
60.2,0.009257090512232962
60.3,0.00935188471336586
60.4,0.009447881711384418
60.5,0.009545088369499643
60.6,0.009643511162369556
60.7,0.009743156159939094
60.8,0.009844029011146886
60.9,0.009946134927511625
61.0,0.010049478666611721
61.1,0.010154064515471775
61.2,0.01025989627387084
61.3,0.010366977237587187
61.4,0.010475310181595069
61.5,0.010584897343229899
61.6,0.010695740405338081
61.7,0.010807840479428744
61.8,0.010921198088845011
61.9,0.011035813151972839
62.0,0.01115168496550608
62.1,0.011268812187786607
62.2,0.011387192822239323
62.3,0.011506824200921785
62.4,0.011627702968208791
62.5,0.011749825064633034
62.6,0.011873185710902531
62.7,0.011997779392116912
62.8,0.012123599842204093
62.9,0.012250640028599904
63.0,0.012378892137192982
63.1,0.01250834755755814
63.2,0.012638996868501087
63.3,0.01277082982393797
63.4,0.012903835339133573
63.5,0.013038001477321598
63.6,0.013173315436731347
63.7,0.013309763538044759
63.8,0.013447331212308048
63.9,0.0135860029893222
64.0,0.01372576248653664
64.1,0.013866592398470413
64.2,0.014008474486685393
64.3,0.014151389570335307
64.4,0.014295317517314905
64.5,0.014440237236033587
64.6,0.01458612666783693
64.7,0.014732962780099517
64.8,0.014880721560013199
64.9,0.015029378009093014
65.0,0.015178906138424028
65.1,0.01532927896467107
65.2,0.01548046850687372
65.3,0.01563244578404758
65.4,0.015785180813613176
65.5,0.015938642610672606
65.6,0.016092799188154188
65.7,0.016247617557843853
65.8,0.0164030637323224
65.9,0.016559102727825882
66.0,0.016715698568046857
66.1,0.016872814288892236
66.2,0.01703041194421368
66.3,0.01718845261252492
66.4,0.017346896404719658
66.5,0.017505702472802996
66.6,0.01766482901964809
66.7,0.01782423330978849
66.8,0.017983871681256328
66.9,0.018143699558474374
67.0,0.01830367146620973
67.1,0.018463741044595316
67.2,0.01862386106522399
67.3,0.018783983448319438
67.4,0.018944059280986025
67.5,0.01910403883653902
67.6,0.019263871594914918
67.7,0.019423506264160603
67.8,0.01958289080299836
67.9,0.019741972444462477
68.0,0.019900697720601903
68.1,0.020059012488241552
68.2,0.02021686195579426
68.3,0.02037419071111251
68.4,0.02053094275036936
68.5,0.020687061507954577
68.6,0.020842489887372265
68.7,0.020997170293123354
68.8,0.02115104466355581
68.9,0.021304054504663168
69.0,0.021456140924810803
69.1,0.021607244670368314
69.2,0.0217573061622236
69.3,0.021906265533154202
69.4,0.022054062666028995
69.5,0.02220063723281209
69.6,0.02234592873433975
69.7,0.022489876540838838
69.8,0.02263241993315495
69.9,0.022773498144656068
70.0,0.02291305040377679
70.1,0.0230510159771665
70.2,0.023187334213403923
70.3,0.023321944587238786
70.4,0.02345478674432054
70.5,0.02358580054637252
70.6,0.023714926116768856
70.7,0.02384210388647077
70.8,0.023967274640277272
70.9,0.024090379563344377
71.0,0.02421136028792637
71.1,0.024330158940291596
71.2,0.024446718187763925
71.3,0.024560981285841086
71.4,0.024672892125339827
71.5,0.02478239527951734
71.6,0.024889436051117604
71.7,0.024993960519291314
71.8,0.02509591558633705
71.9,0.02519524902421104
72.0,0.025291909520753202
72.1,0.025385846725575773
72.2,0.025477011295561885
72.3,0.025565354939920508
72.4,0.02565083046474454
72.5,0.025733391817018766
72.6,0.025812994128024777
72.7,0.025889593756089773
72.8,0.025963148328627138
72.9,0.02603361678341604
73.0,0.02610095940906893
73.1,0.026165137884635672
73.2,0.026226115318293587
73.3,0.02628385628507398
73.4,0.02633832686357583
73.5,0.02638949467161894
73.6,0.026437328900788874
73.7,0.026481800349827896
73.8,0.026522881456826745
73.9,0.026560546330173327
74.0,0.02659477077821585
74.1,0.026625532337598772
74.2,0.02665281030023202
74.3,0.026676585738854793
74.4,0.02669684153115711
74.5,0.026713562382423624
74.6,0.026726734846666288
74.7,0.026736347346213503
74.8,0.026742390189726052
74.9,0.0267448555886109
75.0,0.02674373767180684
75.1,0.026739032498917133
75.2,0.026730738071666666
75.3,0.026718854343663036
75.4,0.026703383228443088
75.5,0.02668432860578846
75.6,0.02666169632629596
75.7,0.026635494214190578
75.8,0.02660573206837115
75.9,0.026572421661681247
76.0,0.026535576738399555
76.1,0.026495213009946693
76.2,0.026451348148807417
76.3,0.02640400178066974
76.4,0.026353195474784312
76.5,0.026298952732550104
76.6,0.02624129897433472
76.7,0.026180261524539405
76.8,0.026115869594921865
76.9,0.02604815426619155
77.0,0.02597714846789475
77.1,0.025902886956609028
77.2,0.025825406292468205
77.3,0.025744744814042
77.4,0.025660942611596023
77.5,0.025574041498760216
77.6,0.02548408498263554
77.7,0.02539111823237116
77.8,0.025295188046245903
77.9,0.025196342817290034
78.0,0.025094632497484996
78.1,0.02499010856058063
78.2,0.024882823963571308
78.3,0.024772833106873747
78.4,0.024660191793251265
78.5,0.024544957185530476
78.6,0.02442718776315801
78.7,0.024306943277646355
78.8,0.02418428470695921
78.9,0.024059274208887635
79.0,0.023931975073470113
79.1,0.023802451674510172
79.2,0.023670769420246512
79.3,0.023536994703231333
79.4,0.023401194849473547
79.5,0.023263438066904313
79.6,0.023123793393222843
79.7,0.022982330643181174
79.8,0.02283912035536701
79.9,0.022694233738544088
80.0,0.022547742617610042
80.1,0.02239971937923164
80.2,0.0222502369172177
80.3,0.02209936857768981
80.4,0.02194718810411105
80.5,0.02179376958223289
80.6,0.02163918738501975
80.7,0.021483516117610957
80.8,0.021326830562379172
80.9,0.021169205624143796
81.0,0.021010716275597367
81.1,0.020851437503002397
81.2,0.020691444252215314
81.3,0.020530811375093296
81.4,0.02036961357633873
81.5,0.020207925360835773
81.6,0.02004582098153131
81.7,0.01988337438791277
81.8,0.019720659175132826
81.9,0.01955774853383085
82.0,0.019394715200699048
82.1,0.01923163140983982
82.2,0.019068568844960082
82.3,0.01890559859244579
82.4,0.018742791095359413
82.5,0.018580216108400997
82.6,0.018417942653871446
82.7,0.018256038978676205
82.8,0.018094572512404282
82.9,0.017933609826516986
83.0,0.017773216594678468
83.1,0.01761345755425849
83.2,0.017454396469035686
83.3,0.017296096093128453
83.4,0.017138618136177817
83.5,0.0169820232298055
83.6,0.016826370895368106
83.7,0.01667171951302653
83.8,0.01651812629214778
83.9,0.01636564724305438
84.0,0.016214337150135098
84.1,0.016064249546327833
84.2,0.0159154366889847
84.3,0.01576794953712677
84.4,0.015621837730094207
84.5,0.01547714956759574
84.6,0.015333931991159445
84.7,0.015192230566985283
84.8,0.015052089470197582
84.9,0.014913551470494224
85.0,0.014776657919187454
85.1,0.014641448737629794
85.2,0.014507962407016017
85.3,0.014376235959551892
85.4,0.01424630497097736
85.5,0.014118203554431288
85.6,0.013991964355643205
85.7,0.013867618549435433
85.8,0.01374519583751858
85.9,0.013624724447560868
86.0,0.013506231133511817
86.1,0.013389741177157993
86.2,0.01327527839088881
86.3,0.013162865121648066
86.4,0.013052522256046679
86.5,0.012944269226610529
86.6,0.012838124019136256
86.7,0.012734103181127769
86.8,0.012632221831284051
86.9,0.012532493670009418
87.0,0.012434930990915683
87.1,0.012339544693285288
87.2,0.01224634429546425
87.3,0.012155337949152325
87.4,0.012066532454558417
87.5,0.011979933276387746
87.6,0.011895544560627792
87.7,0.011813369152099028
87.8,0.011733408612736652
87.9,0.011655663240569106
88.0,0.011580132089359138
88.1,0.011506812988873079
88.2,0.011435702565743595
88.3,0.011366796264891909
88.4,0.011300088371474918
88.5,0.011235572033323118
88.6,0.011173239283834983
88.7,0.011113081065294381
88.8,0.011055087252577317
88.9,0.01099924667721451
89.0,0.01094554715177723
89.1,0.010893975494553683
89.2,0.01084451755448397
89.3,0.010797158236322092
89.4,0.01075188152599367
89.5,0.010708670516119054
89.6,0.010667507431672073
89.7,0.01062837365574449
89.8,0.010591249755388159
89.9,0.01055611550750627
90.0,0.010522949924766984
90.1,0.01049173128151223
90.2,0.010462437139636191
90.3,0.010435044374408353
90.4,0.010409529200216792
90.5,0.010385867196208083
90.6,0.010364033331801303
90.7,0.010344001992054166
90.8,0.010325747002860371
90.9,0.010309241655957885
91.0,0.010294458733728973
91.1,0.01028137053377328
91.2,0.01026994889323678
91.3,0.01026016521287958
91.4,0.010251990480866746
91.5,0.01024539529626726
91.6,0.010240349892247157
91.7,0.010236824158943282
91.8,0.010234787666005392
91.9,0.010234209684795399
92.0,0.010235059210232485
92.1,0.01023730498227476
92.2,0.01024091550702813
92.3,0.010245859077474252
92.4,0.010252103793810382
92.5,0.010259617583393877
92.6,0.010268368220286341
92.7,0.010278323344391514
92.8,0.010289450480183116
92.9,0.010301717055018762
93.0,0.010315090417036826
93.1,0.01032953785263455
93.2,0.01034502660352515
93.3,0.010361523883373377
93.4,0.010378996894009167
93.5,0.010397412841219453
93.6,0.01041673895011922
93.7,0.010436942480103047
93.8,0.010457990739379027
93.9,0.01047985109908783
94.0,0.01050249100700935
94.1,0.010525878000860762
94.2,0.010549979721189633
94.3,0.010574763923866354
94.4,0.010600198492180472
94.5,0.010626251448546092
94.6,0.010652890965821556
94.7,0.010680085378249268
94.8,0.010707803192021331
94.9,0.010736013095477675
95.0,0.010764683968942763
95.1,0.010793784894207957
95.2,0.01082328516366625
95.3,0.010853154289106734
95.4,0.010883362010175857
95.5,0.010913878302513193
95.6,0.01094467338556906
95.7,0.010975717730111795
95.8,0.01100698206543251
95.9,0.011038437386254967
96.0,0.011070054959358696
96.1,0.01110180632992307
96.2,0.011133663327600402
96.3,0.011165598072325936
96.4,0.011197582979872514
96.5,0.011229590767158125
96.6,0.011261594457313815
96.7,0.01129356738451976
96.8,0.011325483198617394
96.9,0.011357315869505034
97.0,0.01138903969132439
97.1,0.01142062928644558
97.2,0.011452059609257655
97.3,0.011483305949771812
97.4,0.011514343937044424
97.5,0.01154514954242651
97.6,0.01157569908264625
97.7,0.011605969222731296
97.8,0.01163593697877684
97.9,0.011665579720565984
98.0,0.011694875174047688
98.1,0.011723801423678945
98.2,0.011752336914635734
98.3,0.011780460454898955
98.4,0.011808151217219877
98.5,0.011835388740970334
98.6,0.011862152933882179
98.7,0.011888424073680817
98.8,0.011914182809616765
98.9,0.011939410163899359
99.0,0.01196408753303688
99.1,0.01198819668908611
99.2,0.012011719780815212
99.3,0.012034639334783178
99.4,0.012056938256338322
99.5,0.012078599830539504
99.6,0.012099607723001768
99.7,0.012119945980669558
99.8,0.01213959903251918
99.9,0.012158551690192863
100.0,0.012176789148565985
100.1,0.01219429698624937
100.2,0.012211061166027819
100.3,0.012227068035236273
100.4,0.012242304326074833
100.5,0.012256757155863371
100.6,0.012270414027236496
100.7,0.012283262828279788
100.8,0.012295291832607271
100.9,0.012306489699380887
101.0,0.012316845473272066
101.1,0.012326348584365003
101.2,0.012334988848002316
101.3,0.012342756464572136
101.4,0.01234964201923697
101.5,0.012355636481603316
101.6,0.012360731205332008
101.7,0.01236491792768844
101.8,0.012368188769031896
101.9,0.012370536232243417
102.0,0.01237195320209127
102.1,0.01237243294453297
102.2,0.012371969105953114
102.3,0.012370555712335776
102.4,0.012368187168370567
102.5,0.012364858256491086
102.6,0.012360564135844706
102.7,0.012355300341192404
102.8,0.012349062781737658
102.9,0.012341847739882995
103.0,0.012333651869912825
103.1,0.012324472196601773
103.2,0.012314306113746933
103.3,0.012303151382622845
103.4,0.012291006130358106
103.5,0.012277868848232301
103.6,0.012263738389892316
103.7,0.012248613969486438
103.8,0.012232495159715764
103.9,0.012215381889801227
104.0,0.012197274443365616
104.1,0.012178173456229574
104.2,0.012158079914120384
104.3,0.012136995150292939
104.4,0.01211492084306202
